Job_Title,Job_Category,ISCO_4,ISCO_3,ISCO_2,ISCO_4_name,State,Company_Name,Employer_Category,Date_Posted,Employment_type,Salary,Description,Requirements,Benefits,Work_Type,Job_URL,Job_ID,Scope_Category
Product / Brand Manager,Other/Non-Hospitality (9999),1221,122,12,Sales and Marketing Managers,Bayern,Develey Senf & Feinkost GmbH,Staffing Agencies & Other,2026-06-12,Full-time,,"Manages a portfolio of food brands (including Bautz'ner, Tabasco, BBQUE) by identifying growth opportunities, developing brand strategies, managing marketing budgets, and steering product development and advertising initiatives.","Bachelor's or Master's degree in marketing, communications, business, or comparable field; minimum 4 years of FMCG marketing or sales experience; deep understanding of German food retail; proficiency with market data and research tools.",Collegial environment in a family-owned company; after-work and team events; company canteen; training through Develey Academy; 30 days holiday; corporate benefits; JobRad and discounted gym membership; company pension scheme.,Remote,https://www.stepstone.de/stellenangebote--Produkt-Brandmanager-m-w-d-Unterhaching-bei-Muenchen-Develey-Senf-Feinkost-GmbH--14068050-inline.html,job-28,HOSPITALITY
Junior Java Software Engineer,Other/Non-Hospitality (9999),2512,251,25,Software Developers,Bayern,Steadforce GmbH,Staffing Agencies & Other,2026-06-12,Part-time,,"Develops and maintains Java-based applications, contributes to frontend components, and collaborates closely with design and product teams to improve user experience at Steadforce GmbH.",Degree in computer science or comparable qualification; initial practical experience in Java software development; enthusiasm for frontend development and UX/UI design; ideally some knowledge of Angular or React; team spirit and eagerness to learn.,"Market-competitive salary; flexible working hours and part-time models; high-end tools of choice (iPhone, MacBook, or ThinkPad); dedicated time allocation within Steadforce Campus and Centres of Competence.",On-site,https://www.stepstone.de/stellenangebote--Junior-Java-Software-Engineer-m-w-d-Muenchen-Steadforce-GmbH--14006898-inline.html,job-29,HOSPITALITY
Senior Software Engineer – Architecture and Development,Other/Non-Hospitality (9999),2512,251,25,Software Developers,Bayern,Steadforce GmbH,Staffing Agencies & Other,2026-06-12,Part-time,,"Analyses and modernises existing systems, designs and implements new Java-based software components, integrates synchronous and asynchronous interfaces, and supports clients and specialist departments in an agile environment at Steadforce GmbH.","Approximately 5+ years of Java software development experience; proficiency with relational databases (e.g. PostgreSQL, DB2); experience with testing frameworks (JUnit, Mockito, WireMock); knowledge of modern development processes (Git, CI/CD); cloud and REST experience advantageous.","Market-competitive salary; flexible working hours and part-time models; free choice of high-end tools (MacBook or ThinkPad, free OS choice); dedicated time within Steadforce Campus and Centres of Competence.",On-site,https://www.stepstone.de/stellenangebote--Senior-Software-Engineer-m-w-d-Architektur-Entwicklung-Muenchen-Steadforce-GmbH--13883372-inline.html,job-30,HOSPITALITY
Cook,Cooks (5120),5120,512,51,Cooks,Hamburg,CARLS an der Elbphilharmonie,Restaurants & Food Service,2026-06-15,Full-time,,"Prepares à-la-carte dishes at a designated station for lunch and evening service at CARLS an der Elbphilharmonie, ensuring adherence to recipes, food hygiene, and cleanliness standards.","Completed training as a cook preferred but not mandatory; career changers welcome; enthusiasm for modern, innovative cuisine with high quality standards; enjoyment of teamwork and ability to work independently.",Permanent contract; pay according to collective agreement including Christmas and holiday pay; willingness to pay above-tariff rates depending on qualification; subsidised public transport jobticket; discounted rates at aja Resorts and A-ROSA properties.,On-site,https://www.stepstone.de/stellenangebote--Koch-Koechin-w-m-d-Hamburg-CARLS-an-der-Elbphilharmonie--13973994-inline.html,job-31,HOSPITALITY
Cook,Cooks (5120),5120,512,51,Cooks,Hamburg,Hotel Alt Lohbrügger Hof,Hotels & Accommodation,2026-06-14,Full-time,,"Independently manages cooking and kitchen organisation at Hotel Alt Lohbrügger Hof, preparing à-la-carte and banquet dishes from fresh ingredients while adhering to HACCP guidelines and maintaining all equipment and storage areas.",Completed training as a cook and several years of professional experience; enjoyment of independent work within a team; high reliability and sense of responsibility; solid German language skills.,Attractive pay; permanent contract; HVV jobticket subsidy; discounted hotel rates at over 700 partner hotels via PERSONIGHTS; daily complimentary staff meals and beverages during working hours.,On-site,https://www.stepstone.de/stellenangebote--Koch-m-w-d-Hamburg-Hotel-Alt-Lohbruegger-Hof--13965520-inline.html,job-32,HOSPITALITY
Cook,Cooks (5120),5120,512,51,Cooks,Hamburg,ÜberQuell,Restaurants & Food Service,2026-06-13,Full-time,,"Prepares pizzas, bowls, starters, and event buffets in an open kitchen at ÜberQuell brewery in Hamburg, including dough production and working with a handcrafted Neapolitan pizza oven using high-quality ingredients.","Experience in food preparation; formal culinary qualification not required; passion for kitchen craft and fresh produce; good overview of goods and handling; reliability, resilience, and strong teamwork and communication skills.",Unique and lively harbour-view workplace; varied and dynamic work environment; autonomous working with openness to new ideas; supportive small management team.,On-site,https://www.stepstone.de/stellenangebote--Koch-m-w-d-Kuechen-Rocker-Hamburg-UeberQuell--9983935-inline.html,job-33,HOSPITALITY
Cook,Cooks (5120),5120,512,51,Cooks,Hamburg,Brauhaus Joh. Albrecht Düsseldorf,Restaurants & Food Service,2026-06-13,Full-time,,"Prepares and plates quality dishes with genuine culinary craft at Brauhaus Joh. Albrecht, contributing to recipe development and keeping kitchen operations running smoothly.",Culinary training advantageous; genuine passion for food and flavour; multitasking ability; team player mindset.,Passionate and ambitious team; fair pay; flexible working hours; public transport cost coverage; JobRad cycle leasing scheme.,On-site,https://www.stepstone.de/stellenangebote--Koch-m-w-d-Hamburg-Brauhaus-Joh-Albrecht-Duesseldorf--13636388-inline.html,job-34,HOSPITALITY
Cook at Prime Steakhouse THEO's,Cooks (5120),5120,512,51,Cooks,Hamburg,Grand Elysée Hamburg,Hotels & Accommodation,2026-06-12,Full-time,,"Prepares steaks and side dishes from fresh ingredients at Grand Elysée Hamburg's THEO's steakhouse, maintaining quality and hygiene standards and supporting the training of apprentices.",Quality and taste as top priorities; joy of cooking; team support and smooth kitchen operations; cleanliness and orderliness; composed and structured working style.,"Tax-free Sunday and public holiday supplements; permanent contracts; climate ticket subsidy; corporate fitness with Wellpass at over 3,000 facilities; employee discounts; employee rates at Preferred Hotels and Resorts; company kindergarten; central location; extensive training programme.",On-site,"https://www.stepstone.de/stellenangebote--Koch-in-unserem-Prime-Steakhouse-""THEOs""-m-w-d-Hamburg-Grand-Elysee-Hamburg--14148499-inline.html",job-35,HOSPITALITY
Service Staff Café and Kitchen,Kitchen Helpers (9412),9412,941,94,Kitchen Helpers,Hamburg,Mini Spielstadt GmbH,Restaurants & Food Service,2026-06-12,Full-time,,"Prepares the café and kitchen for daily operations at Mini Spielstadt GmbH, including baking products, preparing salads and ingredients, and providing general support across café and kitchen workflows during the early shift.","Ideally some experience in a kitchen, café, or food service setting; reliable and independent working style; organisational skills; team orientation and commitment.",Pleasant working environment with a friendly team; fair pay and regular working hours; employee discounts and meals during shifts; flexible employment options (mini-job or part-time with development potential); early shift focus.,On-site,https://www.stepstone.de/stellenangebote--Servicemitarbeiter-m-w-d-Cafe-Kueche-Fruehschicht-flexible-Zeiten-Hamburg-Mini-Spielstadt-GmbH--13802012-inline.html,job-36,HOSPITALITY
Cook for Banquet Kitchen,Cooks (5120),5120,512,51,Cooks,Hamburg,Grand Elysée Hamburg,Hotels & Accommodation,2026-06-12,Full-time,,"Prepares and produces dishes for the banquet operation at Grand Elysée Hamburg according to defined quality and portion standards, while adhering to HACCP regulations and supporting the training of apprentices.",Sound specialist knowledge; ability to work independently; high quality standards; flexibility and creativity; guest-oriented mindset; structured working approach.,Permanent contract; tax-free Sunday and public holiday supplements; flexible working time models; HVV Klimaticket subsidy; corporate fitness via Wellpass; bike leasing via Lease a Bike; employee discounts; preferred hotel rates at Preferred Hotels and Resorts.,On-site,https://www.stepstone.de/stellenangebote--Koch-m-w-d-fuer-unsere-Bankettkueche-Hamburg-Grand-Elysee-Hamburg--13672581-inline.html,job-37,HOSPITALITY
Apprentice Cook,Cooks (5120),5120,512,51,Cooks,Hamburg,Steigenberger Hotel Treudelberg,Hotels & Accommodation,2026-06-12,Full-time,,"Three-year apprenticeship as a cook at Steigenberger Hotel Treudelberg Hamburg covering food preparation, cooking, plating, food hygiene, and teamwork across various kitchen sections starting in 2026.",Positive attitude and good manners; teamwork and communication skills; flexibility and resilience; very good German and good English skills; secondary school certificate (MSA) or Abitur; neat appearance; initial experience in hospitality advantageous.,"Permanent contract; 50% discount in hotel food and beverage outlets; employee referral bonus up to €1,000; further benefits as part of the Steigenberger/Deutsche Hospitality group.",On-site,https://www.stepstone.de/stellenangebote--Ausbildung-zur-zum-Koechin-Koch-m-w-d-fuer-2026-bei-Steigenberger-Hotel-Treudelberg-Hamburg-Hamburg-Steigenberger-Hotel-Treudelberg--14076255-inline.html,job-38,HOSPITALITY
Apprentice Cook,Cooks (5120),5120,512,51,Cooks,Hamburg,Dorint Hotel Hamburg-Eppendorf,Hotels & Accommodation,2026-06-12,Full-time,,"Three-year culinary apprenticeship at Dorint Hotel Hamburg-Eppendorf covering breakfast, banquet, and à-la-carte kitchen rotations along with service and warehouse experience, with optional vegan/vegetarian additional qualification.",Physical fitness and a sense of humour; good school leaving certificate; enthusiasm for working with food and a desire to learn; stress resilience and teamwork skills; enjoyment working with guests and colleagues.,Permanent contracts with collective bargaining; family and friends hotel rates and 50% F&B discount at all group hotels; 25% employer contribution to occupational pension; loyalty bonuses and anniversary vouchers; regular team events; corporate benefits; complimentary yoga courses.,On-site,https://www.stepstone.de/stellenangebote--Auszubildende-Koeche-m-w-d-Hamburg-Dorint-Hotel-Hamburg-Eppendorf--12165151-inline.html,job-39,HOSPITALITY
Chef de Partie Banquet and Main Kitchen,Cooks (5120),5120,512,51,Cooks,Hamburg,Steigenberger Hotel Hamburg,Hotels & Accommodation,2026-06-12,Full-time,,"Leads a designated station in the banquet and main kitchen at Steigenberger Hotel Hamburg, overseeing mise en place, food production and service, and providing guidance to commis cooks, demi chefs, and apprentices.","Completed culinary training, ideally with experience as Chef de Partie or Demi Chef; experience preparing and serving food for large numbers; experience in guiding or leading staff or apprentices; high resilience, stress tolerance, and flexibility.",Attractive employee hotel rates; corporate benefits; extensive training including eLearning platform; uniform provision and laundering; employee welfare fund and social day; Deutschlandticket; health promotion; holiday pay; employer-funded savings scheme.,On-site,https://www.stepstone.de/stellenangebote--Chef-de-Partie-Bankett-und-Hauptkueche-all-genders-Hamburg-Steigenberger-Hotel-Hamburg--13754306-inline.html,job-40,HOSPITALITY
Cook,Cooks,5120,512,51,Cooks,Hamburg,Bullerei GmbH & Co. KG,Restaurants & Food Service,2026-06-12,Full-time,,"Cook at Bullerei responsible for preparing and plating dishes, developing new menu items in collaboration with the head chef, and ensuring smooth service for à la carte, buffet, and set menu operations.","Completed vocational training and/or experience in gastronomy; passion for food; reliability, resilience, teamwork and communication skills.","Permanent contract, full Deutschland Card, E-GYM Wellpass subsidy, corporate benefits, welcome dinner for two, buddy bonus, flexible holiday requests.",On-site,https://www.stepstone.de/stellenangebote--Koch-m-w-d-Hamburg-Bullerei-GmbH-Co-KG--14077594-inline.html,job-41,HOSPITALITY
Host / Hostess,Waiters,5131,513,51,Waiters,Hamburg,Pellicano,Restaurants & Food Service,2026-06-11,Part-time,,"Host/Hostess at Pellicano responsible for welcoming and seating guests, managing reservations, nurturing regular guest relationships, supporting the service atmosphere, and handling complaints and feedback.","Guest care and communication, reservation and seating management, regular guest relations, atmosphere support, complaint management.","Part of an exciting restaurant opening, innovative and dynamic team environment, opportunities for skill development.",On-site,https://www.stepstone.de/stellenangebote--Host-Hostess-m-w-d-in-Minijob-Hamburg-Pellicano--14143515-inline.html,job-42,HOSPITALITY
Runner / Food Runner,Waiters,5131,513,51,Waiters,Hamburg,Pellicano,Restaurants & Food Service,2026-06-11,Part-time,,"Part-time runner/buzzer at Pellicano supporting service by delivering food and drinks to guests, maintaining cleanliness and order, and assisting the service team in a Mediterranean fine-dining concept.","Hospitality and communication skills, service orientation, cleanliness and orderliness, teamwork, willingness for further training.","Part of a major restaurant opening, innovative and passionate team, opportunities for personal and professional development.",On-site,https://www.stepstone.de/stellenangebote--Runner-Buzzer-m-w-d-in-Teilzeit-Hamburg-Pellicano--14143579-inline.html,job-43,HOSPITALITY
Masseur / Spa Therapist,Other/Non-Hospitality,3255,325,32,Physiotherapy Technicians and Related Associate Professionals,Hamburg,Olesia Olivia Koch Beauty Life Concept,Hotels & Accommodation,2026-06-11,Full-time,,Spa masseur/therapist at the Steigenberger Hotel in Treudelberg performing traditional massages including Thai and wellness massages while maintaining high hygiene standards and creating a relaxing atmosphere for guests.,"Training or proven experience in Thai massage or comparable techniques; friendly and service-oriented manner; teamwork, reliability, and commitment; basic German or English skills advantageous.","Modern and stylish workplace, product training and internal development opportunities, motivated and warm team, fair pay.",On-site,https://www.stepstone.de/stellenangebote--Masseurinnen-m-w-d-fuer-unseren-Spa-im-Steigenberger-Hotel-in-Treudelberg-Hamburg-Olesia-Olivia-Koch-Beauty-Life-Concept--14065417-inline.html,job-44,HOSPITALITY
Cook,Cooks,5120,512,51,Cooks,Hamburg,Restaurant Kleines Jacob,Restaurants & Food Service,2026-06-11,Full-time,,"Cook at Restaurant Kleines Jacob working independently on a station, preparing high-quality dishes for restaurant guests, and supporting the head chef with all kitchen tasks including proper product storage and cold storage monitoring.",Completed training as a cook and/or relevant professional experience; enthusiasm for modern innovative cuisine; high quality standards; communication and teamwork skills; independent and responsible work style; genuine guest and service orientation.,"Permanent contract, fair pay per collective agreement including Christmas and holiday bonus, above-tariff pay based on qualification, attractive additional benefits.",On-site,https://www.stepstone.de/stellenangebote--Koch-m-w-d-Hamburg-Restaurant-Kleines-Jacob--14067154-inline.html,job-45,HOSPITALITY
Host / Hostess,Waiters,5131,513,51,Waiters,Hamburg,Pellicano,Restaurants & Food Service,2026-06-11,Part-time,,"Part-time Host/Hostess at Pellicano responsible for welcoming and seating guests at a Mediterranean fine-dining concept, managing reservations, cultivating regular guest relationships, and handling complaints and feedback.","Guest care and communication, reservation and seating management, regular guest relations, atmosphere support, complaint management.","Part of an exciting restaurant opening, innovative and dynamic team, opportunities for skill development.",On-site,https://www.stepstone.de/stellenangebote--Host-Hostess-m-w-d-in-Teilzeit-Hamburg-Pellicano--14143580-inline.html,job-46,HOSPITALITY
Runner / Food Runner,Waiters,5131,513,51,Waiters,Hamburg,Pellicano,Restaurants & Food Service,2026-06-11,Part-time,,"Minijob runner/buzzer at Pellicano supporting the service team in a Mediterranean fine-dining restaurant by delivering food and drinks, maintaining cleanliness and order, and ensuring guest satisfaction.","Hospitality and communication skills, service orientation, cleanliness and orderliness, teamwork, willingness for further training.","Part of a major restaurant opening, innovative and passionate team, opportunities for personal and professional development.",On-site,https://www.stepstone.de/stellenangebote--Runner-in-Buzzer-in-m-w-d-in-Minijob-Hamburg-Pellicano--12738094-inline.html,job-47,HOSPITALITY
